name,lat,lon
2,36.1619317,-115.1688711
2,36.1638289,-115.1568419
2,36.125541,-115.223274
3,36.1262628209,-115.217379082
3,36.1149198,-115.0980269
2,36.1152068,-115.1181849
3,36.1149315,-115.0712057
3,36.196564,-115.193938
2,36.20183,-115.282161
3,36.046279,-115.246801
3,36.05477,-115.28054
3,36.291447,-115.3160131
3,36.1440254,-115.1938769
2,36.1434763,-115.1873789
1,36.1521484,-115.2026559
3,36.115157,-115.2320144
3,36.1083675,-115.2615694
2,36.1602675,-115.1925063
2,36.115023,-115.131764
2,36.1230456,-115.1814301
3,36.124874,-115.1942484
1,36.125652,-115.153687
3,36.0790891,-115.2422126
2,36.1582281,-115.2426555
3,36.143672,-115.21585
3,36.120575,-115.1543573
3,36.1577883648,-115.137740163
3,36.2745727,-115.2531
2,36.2628546,-115.2479961
2,36.0967114,-115.296528
3,36.0924394,-115.2032728
2,36.2184241,-115.2431576
3,36.193937,-115.191902
3,36.1476947,-115.1563056
1,36.17251638,-115.245833381
2,36.1644630432,-115.244750977
1,36.1594574,-115.2441524
2,36.2727664693,-115.266528986
2,36.2640512,-115.2664296
2,36.2637013,-115.2655124
2,36.1252029,-115.137102
2,36.124423,-115.146372
2,36.1253185,-115.1371721
2,36.1075874,-115.1524831
2,36.1930544975,-115.304281734
3,36.1008769,-115.2445968
2,36.1122023845,-115.241809657
3,36.1727435,-115.1455849
2,36.164339,-115.061676
3,36.1234384,-115.2169584
3,36.101527,-115.1892261
2,36.0687772,-115.1726641
3,36.0999648,-115.1318953
3,36.092598,-115.119204
3,36.1268272,-115.2075436
3,36.155996,-115.1511925
2,36.1003089,-115.2086355
3,36.099414,-115.2087414
1,36.1029272,-115.2043313
2,36.079211,-115.101213
3,36.085138,-115.091731
3,36.1486319,-115.3334385
3,36.233048,-115.246776
2,36.3003714,-115.279395
3,36.1699412,-115.1398296
3,36.03539,-115.177381
3,36.0949529,-115.187338
2,36.067618,-115.174295
2,36.1014779,-115.296366
3,36.1008897,-115.3045343
3,36.1033061,-115.2803877
3,36.160796,-115.243898
2,36.299524,-115.278968
2,36.284287,-115.285839
3,36.2746234,-115.2704712
2,36.2714625,-115.2676299
3,36.2917855,-115.2862118
3,36.1157894,-115.1537506
2,36.129396,-115.136364
3,36.1932356294,-115.304171737
2,36.1264476,-115.1926856
3,36.1411553,-115.2826886
1,36.1722965,-115.0798567
3,36.1245825,-115.2086713
2,36.0687779,-115.1768402
3,36.0687779,-115.1768402
3,36.0765176,-115.1533426
2,36.1155093,-115.1342835
3,36.081153,-115.112933
2,36.0150169665,-115.117183047
2,36.188135,-115.160418
2,36.1008207,-115.0547322
2,36.1074302895,-115.173733708
3,36.1683682187,-115.21774292
3,36.1725319,-115.197258
2,36.1635421862,-115.207427048
3,36.1294227,-115.1424913
2,36.1319619,-115.1572054
3,36.124423,-115.146372
2,36.1053642,-115.150647
2,36.1157811847,-115.155821443
3,36.1248998,-115.1350531
3,36.1215764,-115.1913212
3,36.1407035,-115.1823137
2,36.164187,-115.1297
3,36.1589012146,-115.114685059
2,36.0858828,-115.149411
3,36.0992725,-115.1362126
2,36.0983856,-115.148285
2,36.10376,-115.198753
3,36.0689912,-115.1755694
3,36.109511,-115.141935
3,36.1777713138,-115.139135582
3,36.1454177,-115.2586053
3,36.1761191,-115.0626638
2,36.1666548,-115.0810063
1,36.0483169,-115.1819397
3,36.034668,-115.20637
3,36.034428,-115.225035
3,36.0553391,-115.2259983
3,36.2371812,-115.2311905
3,36.1546411,-115.1542163
3,36.1629926,-115.1592511
3,36.1602998,-115.1719837
2,36.1634205,-115.1588431
2,36.0645150406,-115.24439791
3,36.0583669,-115.272026
3,36.1133793619,-115.203316894
3,36.1004676,-115.1982564
3,36.02074437,-115.1193301
2,36.017589,-115.1176516
3,36.027642,-115.1357133
3,36.088096,-115.29547
3,36.158191,-115.286014
2,36.144238,-115.2561361
3,36.09839,-115.208771
2,36.1629318,-115.15825
3,36.161937,-115.168841
2,36.2191432,-115.2418228
1,36.188542,-115.163441
2,36.103149,-115.156798
3,36.1674807071,-115.286576785
2,36.2703601346,-115.273006149
3,36.2616901,-115.2550906
3,36.2029342651,-115.162307739
2,36.171521,-115.207361
2,36.1420548,-115.1528941
3,36.1371122,-115.1529193
1,36.1359836444,-115.137406066
3,36.1033377,-115.1569628
3,36.1932941,-115.3058225
1,36.1911743,-115.30365
3,36.1426742242,-115.262618624
1,36.1447167141,-115.263607085
2,36.1594987,-115.2692912
3,36.158293,-115.1579886
1,36.1622834,-115.0636579
2,36.1668853642,-115.061679392
2,36.0350866,-115.2052689
3,36.257076797,-115.226201323
3,36.277182,-115.250459
3,36.1030179172,-115.167688876
3,36.1010489,-115.0999655
3,36.1146968537,-115.100319125
3,36.0569399,-115.224158
2,36.2388340919,-115.154006492
3,36.1678253,-115.2871646
3,36.175797,-115.291162
3,36.1671556355,-115.285999775
3,36.3027192,-115.2822117
3,36.2896832,-115.2868474
3,36.2873515,-115.2949085
2,36.2390464208,-115.186477415
3,36.1694644,-115.2059053
3,36.1320095,-115.1358221
3,36.190398,-115.303814
2,36.1914444,-115.3062037
3,36.2066781,-115.2990017
3,36.1679027,-115.1380764
2,36.1716577,-115.1463616
3,36.1391176,-115.0669695
3,36.1935673,-115.3061783
1,36.1245647481,-115.098266602
2,36.1445169,-115.2774673
2,36.1448368,-115.2651803
3,36.0751077,-115.1962533
3,36.1106010976,-115.136378109
3,36.103021,-115.1368509
3,36.123621,-115.2074151
3,36.1157652653,-115.096344834
2,36.066304,-115.255162
3,36.107406,-115.174673
2,36.0697824,-115.208273
2,36.091824,-115.2420593
3,36.0641072,-115.2415182
2,36.206381,-115.303005
2,36.0998855,-115.1208171
2,36.0714993636,-115.130187947
2,36.089494,-115.138026
3,36.0627181,-115.2414561
3,36.0865254,-115.2262491
2,36.0774951873,-115.225375481
3,36.2788842,-115.2066642
2,36.013277,-115.1352545
2,36.1582642,-115.1579672
2,36.1590906,-115.1721079
2,36.145247,-115.262567
2,36.1428611,-115.2469284
2,36.1433538,-115.2512854
2,36.1595332,-115.2896481
2,36.017362,-115.117046
2,36.1218632,-115.1696491
2,36.1086896,-115.1731693
3,36.1183949,-115.1729418
2,36.1262286179,-115.171051025
2,36.1107323,-115.1722365
3,36.158723,-115.069395
3,36.0998088,-115.0644823
2,36.1206015,-115.1768382
2,36.1098635984,-115.16993406
3,36.1274977027,-115.170026036
2,36.1161559,-115.1750576
2,36.0566383,-115.1636524
2,36.0809050915,-115.146765299
2,36.0816107,-115.1219596
2,36.062901,-115.242966
3,36.1445123879,-115.295668862
3,36.1300289,-115.2777727
2,36.0431207,-115.2418895
3,36.0441733,-115.1877926
2,36.2356008,-115.2301747
3,36.199508,-115.278502
3,36.1413706,-115.1367974
3,36.1558705425,-115.324511828
3,36.0671136331,-115.251420736
3,36.1606428,-115.320685
3,36.1448821,-115.1572121
2,36.1672622,-115.2592043
3,36.1671901,-115.2855925
3,36.2636522,-115.2575351
1,36.1725319,-115.197258
3,36.166271,-115.209593
2,36.124423,-115.146372
3,36.1130255,-115.1634847
2,36.115231,-115.165553
2,36.1130255,-115.1634847
2,36.1936092,-115.3040091
2,36.1600355773,-115.331454438
3,36.1605429,-115.320922
3,36.1768367,-115.1474055
1,36.0810507,-115.242121
2,36.3081159024,-115.279100463
2,36.2708294,-115.2685393
2,36.2894347,-115.2856288
3,36.1725319,-115.197258
2,36.1214322,-115.1445783
3,36.10131,-115.156429
3,36.1611367,-115.3164718
3,36.0841716,-115.1221806
3,36.0573012,-115.1285587
2,36.1981346604,-115.242432917
3,36.202323,-115.2066002
3,36.1609354,-115.3335366
3,36.1067631229,-115.17708712
2,36.1268114073,-115.167401599
3,36.1206015,-115.1768382
3,36.106704,-115.176915
3,36.1238325,-115.2794069
3,36.2171133903,-115.225996239
2,36.1700270996,-115.292602032
3,36.1211955,-115.1740737
2,36.124467,-115.171033
2,36.12184,-115.169611
3,36.1107323,-115.1722365
2,36.1355022947,-115.159739608
3,36.135382,-115.159235
3,36.11016,-115.173908
3,36.1238687505,-115.168321542
3,36.0992748,-115.113954
3,36.140129,-115.168281
3,36.1671901,-115.2855925
2,36.1672912,-115.2869529
3,36.2700276,-115.2696018
3,36.0032995,-115.1067523
3,36.1712789,-115.2042155
2,36.168804,-115.2052643
3,36.1648426,-115.2085226
2,36.094972,-115.280023
3,36.124423,-115.146372
2,36.1396094,-115.1173232
3,36.0375607,-114.976159
3,36.1608412,-115.0627204
2,36.0995184,-115.1199742
3,36.1593088,-115.0823087
2,36.1470589,-115.0644991
1,36.1743547679,-115.247098778
2,36.1672912,-115.2869529
2,36.2702831,-115.2692792
2,36.1725319,-115.197258
1,36.1669449,-115.205034
3,36.1780971667,-115.241427831
3,36.150032,-115.162928
2,36.1580626,-115.0462282
3,36.1591236,-115.2515273
2,36.161129793,-115.285921991
3,36.155237,-115.308767
2,36.1613371,-115.2878484
3,36.1427696,-115.2692867
2,36.160661,-115.242758
1,36.2395583768,-115.228460634
3,36.179696,-115.345235
2,36.2789019,-115.019644
1,36.2413458,-115.0551944
2,36.1700166,-115.1447934
1,36.1704761,-115.1474591
2,36.106605,-115.1364041
2,36.1427458,-115.2650568
2,36.135635,-115.2304131
2,36.1679139315,-115.162310755
2,36.1588873,-115.3164114
3,36.1600724,-115.350056
2,36.1581511387,-115.327772485
2,36.176113,-115.276561
2,36.1680515,-115.2870797
2,36.1634547,-115.2893597
2,36.1741728,-115.2770747
3,36.1669105359,-115.28724724
3,36.2684007,-115.2956118
3,36.1656376,-115.1410216
3,36.1148612,-115.1604509
3,36.158513,-115.075474
2,36.2862706232,-115.285409846
2,36.1722572,-115.1963246
3,36.1370477853,-115.152222589
1,36.106794,-115.166557
2,36.124423,-115.146372
3,36.1214322,-115.1445783
2,36.1801488,-115.1778867
3,36.1605507652,-115.320585758
3,36.1671789129,-115.285999104
2,36.2709862,-115.2627381
3,36.27085495,-115.268554688
1,36.275436,-115.2720096
2,36.2684007,-115.2956118
1,36.1659551,-115.206141
2,36.1725319,-115.197258
3,36.1633009,-115.2934484
3,36.2776855,-115.2071495
2,36.134267,-115.154529
3,36.1600971,-115.1647662
3,36.2075183,-115.2681365
2,36.1813338,-115.0785302
2,36.125651,-115.201258
2,36.0687779,-115.1768402
3,36.0592537,-115.1202185
2,36.0698484,-115.1722607
1,36.071885,-115.146807
3,36.1129986,-115.119895
3,36.1693002284,-115.206191316
2,36.1608544,-115.3315267
2,36.1457196086,-115.063409967
3,36.1607672292,-115.245224782
2,36.1671901,-115.2855925
1,36.1088581,-115.1659502
1,36.1284019456,-115.152901962
2,36.0986907,-115.2358771
2,36.1629282,-115.2907175
2,36.2738452633,-115.268174694
2,36.2684007,-115.2956118
2,36.070544,-115.138843
2,36.101643,-115.131625
2,36.1657129,-115.206686
2,36.146396,-115.065233
2,36.122409,-115.13732
3,36.1578377,-115.3134414
2,36.0912617,-115.1742471
1,36.1423378,-115.1563054
3,36.0571108,-115.1285112
1,36.0740299,-115.1732857
2,36.0839998,-115.1537389
3,36.1153391,-115.1246948
2,36.2306843,-115.0564098
3,36.2184705,-115.092926
2,36.03361,-115.116697
3,36.1893458,-115.2062503
3,36.1428047268,-115.209143758
3,36.128748,-115.194321
2,36.1374449,-115.0647934
1,36.1377957,-115.0664764
3,36.1455632,-115.3006082
3,36.1706993481,-115.139672853
3,36.1644603,-115.1456907
2,36.0628066,-115.2414962
2,36.2760304,-115.120388
3,36.0069369,-115.1466693
3,36.016188,-115.28535
3,36.1586726,-115.1680344
3,36.1448368,-115.2651803
3,36.0758571125,-115.181633346
1,36.168747,-115.061705
3,36.0571445,-115.1286093
3,36.0672476,-115.1722326
3,36.0592537,-115.1202185
2,36.0838389,-115.148385
3,36.0704484,-115.1265379
3,36.0577899604,-115.118325166
3,36.3193563,-115.0228736
3,36.1673732,-115.1458073
2,36.1699152,-115.143861
2,36.1703001,-115.1445082
2,36.1284285,-115.3144745
3,36.1075578,-115.1812167
3,36.1362575,-115.1512526
2,35.9208835,-115.1652008
3,36.159823589,-115.061811656
3,36.175,-115.136389
3,36.1705172,-115.1436468
1,36.2388921,-115.2103063
3,36.115371,-115.0928722
3,36.1007574,-115.0930717
2,36.144184,-115.117349
3,36.0203388736,-115.117025971
3,36.1689485,-115.1396775
2,35.9974897,-115.2056326
3,36.0072952,-115.1151882
2,36.1472,-115.1892
3,36.1522454,-115.208731
3,36.1808513,-115.2413191
2,36.166549,-115.2881445
2,36.1607779,-115.2914106
2,36.2715495,-115.2644756
1,36.1361402126,-115.151544344
3,36.1223462003,-115.143585205
2,36.1295416,-115.1325897
2,36.1427366,-115.2798587
2,36.0547349,-115.2413757
3,36.1745804,-115.0200319
3,36.098467,-115.148375
1,36.0857159758,-115.153187808
1,36.0765176,-115.1533426
2,36.0845313275,-115.173798903
2,36.1713985121,-115.244864076
3,36.1607777,-115.2914104
2,36.3027298935,-115.281728656
3,36.273705,-115.2674
1,36.287009,-115.291029
3,36.1612270133,-115.332990837
1,36.1303615,-115.1391209
3,36.1267019137,-115.137453467
3,36.1107749,-115.1721858
3,36.1111846,-115.1707331
1,36.1058656,-115.1727649
3,36.1634022,-115.2456334
3,36.1725604183,-115.245821625
2,36.172161,-115.2432525
3,36.2811604,-115.2862151
1,36.29133,-115.287999
2,36.1162,-115.161828
3,36.120135075,-115.154417458
2,36.0992729,-115.239856
1,36.1887538,-115.1852284
3,36.0765176,-115.1533426
2,36.08044,-115.146097
2,36.110912,-115.1512323
3,36.1167386157,-115.136431316
2,36.2369865,-115.0479396
3,36.175,-115.136389
2,36.1142773,-115.1709763
3,36.192751,-115.300637
3,36.17617,-115.0630157
3,36.1158543432,-115.176174388
2,36.1025983086,-115.169400126
2,36.1218632,-115.1696491
2,36.1277253,-115.1744147
3,36.1237084,-115.1703006
3,36.128561,-115.1711298
3,36.1222966397,-115.168788917
2,36.11735776,-115.172289773
2,36.1094088,-115.1727107
3,36.1218632,-115.1696491
2,36.1592271,-115.1461593
2,36.1969016,-115.2062221
3,36.1949007,-115.2420603
2,36.1958244,-115.2249295
3,36.1062346356,-115.166950965
1,36.1620558,-115.0625134
3,36.1737686732,-115.081502517
3,36.1745742589,-115.063791486
3,36.0431207,-115.2418895
1,36.0863988,-115.2792258
3,36.1235575,-115.2075378
1,36.0684803,-115.1776797
2,36.0666537215,-115.178283493
1,36.098721,-115.1196546
2,36.2073929,-115.3029495
1,36.123734,-115.190998
2,36.1324749,-115.1787741
1,36.119801,-115.143007
1,36.1771272,-115.1746882
3,36.1439373,-115.2969659
3,36.060033,-115.178779
2,36.0574886,-115.1494812
2,36.17062,-115.144668
3,36.1610113,-115.1449297
2,36.1718195,-115.1423041
3,36.041065,-115.1945645
3,36.0402159,-115.2244853
2,36.0494888,-115.243642
3,36.1148589,-115.1643875
3,36.1319703,-115.1587779
3,36.233048,-115.246776
3,36.1433067322,-115.253547668
3,36.1092406,-115.1784884
2,36.0196553,-115.2712159
3,36.1430037,-115.2898212
3,36.1230085,-115.2241577
2,36.1665840149,-115.259666443
2,36.1645604,-115.2893048
3,36.1371122,-115.1529193
2,36.1150361,-115.1613406
2,36.124902,-115.13471
1,36.0999219,-115.1364184
2,36.0765176,-115.1533426
3,36.0693859,-115.1766082
2,36.065983,-115.12079
3,36.2103502,-115.2993642
3,36.2016161,-115.283462
3,36.1935673,-115.3061783
3,36.183576966,-115.03974013
2,36.100871945,-115.24453159
3,36.0987307,-115.175777
3,36.1107323,-115.1722365
3,36.1218632,-115.1696491
3,36.1222378711,-115.170992017
3,36.1276070473,-115.168533551
2,36.1022916596,-115.169503056
2,36.1177182464,-115.175288916
1,36.1195889,-115.1724671
1,36.1575415,-115.0797533
3,36.1206015,-115.1768382
3,36.1354133,-115.1600836
2,36.1295451,-115.1725941
2,36.1177747,-115.1725759
3,36.128561,-115.1711298
3,36.0851767815,-115.101525025
3,36.167252,-115.154643
1,36.1676142,-115.1458883
3,36.2174619,-115.2449141
1,36.1158116,-115.0974734
2,36.1301092,-115.1102267
3,36.1682348,-115.1554132
3,36.2030945,-115.2244853
3,36.2002064,-115.2436384
1,36.1754239,-115.2771639
2,36.1730663,-115.2459998
2,36.2393488,-115.1693768
3,36.1605031,-115.3188741
2,36.1456048,-115.0650779
3,36.124423,-115.146372
2,36.124423,-115.146372
3,36.211632,-115.304077
3,36.1925121686,-115.306496538
1,36.1005777,-115.244707
3,36.0995921,-115.1179537
2,36.0673934,-115.1722333
3,36.0572596,-115.1484813
1,36.089494,-115.138026
1,36.1155934,-115.1414363
3,36.1634006,-115.2908282
3,36.2771448,-115.2071911
2,36.2794672,-115.2080128
3,36.172577,-115.197211
2,36.1725320001,-115.197257884
3,36.1716735,-115.2023006
2,36.1362575,-115.1512526
1,36.124423,-115.146372
1,36.1918793785,-115.305118576
3,36.2085091,-115.3133908
3,36.1449667014,-115.173816398
1,36.2715522,-115.2676311
2,36.2730810238,-115.270653384
2,36.2681676576,-115.259781521
1,36.1600724,-115.350056
3,36.1421275,-115.1369241
1,36.1209242,-115.1389361
3,36.0682344545,-115.141529397
3,36.0697610996,-115.175227945
2,36.089494,-115.138026
3,36.1143838,-115.1211584
1,36.2211718,-115.064622
3,36.1233348,-115.2170789
3,36.2775406203,-115.279455185
2,36.1621251,-115.1478689
2,36.11292,-115.161534
2,36.10148,-115.1634257
1,36.2408526,-115.0789297
3,36.1593213,-115.3506206
3,36.160122,-115.31731
3,36.1240362516,-115.207417989
2,36.112219,-115.2417919
2,36.11356,-115.242053
2,36.102875,-115.169561
2,36.128561,-115.1711298
3,36.1107409676,-115.168835459
1,36.1275236,-115.1715003
2,36.1190372,-115.176005
3,36.143775,-115.082142
3,36.2775954745,-115.288717313
2,36.1003927,-115.1184279
2,36.138943,-115.161629
3,36.1177747,-115.1725759
3,36.123454,-115.168335
2,36.1272241,-115.1715512
3,36.0768889,-115.2969858
3,36.161918,-115.142905
3,36.166822,-115.1343037
3,36.1735229492,-115.278121948
1,36.2814309,-115.2657503
2,36.1726462141,-115.196073018
2,36.2820346,-115.2838731
2,36.159290697,-115.350952173
2,36.1074947,-115.1560042
2,36.1072044373,-115.152946472
3,36.0408275,-115.1705364
3,36.1008769,-115.2445968
3,36.1661267,-115.1335253
3,36.1184749,-115.1755707
2,36.1107749,-115.1721858
2,36.1142391,-115.1727367
2,36.1068839544,-115.174226761
1,36.128561,-115.1711298
3,36.2903055,-115.2794468
2,36.1694535314,-115.267350991
2,36.2814413,-115.2676858
2,36.1688151,-115.2057806
2,36.1387458,-115.1379559
2,36.1255127665,-115.13603695
2,36.1410796647,-115.119311392
2,36.132941,-115.1322589
3,36.1249906,-115.1938255
3,36.03036004,-115.219205912
3,36.1522443,-115.1623278
2,36.1641927,-115.1515501
3,36.1083176,-115.174085
3,36.1674946,-115.148789
2,36.0582206,-115.2436309
2,36.1864111,-115.3040982
3,36.1578365,-115.2834147
2,36.14201,-115.22474
2,36.01979,-115.15036
2,36.15053,-115.276661
2,36.1668593573,-115.286903787
3,36.1423378,-115.1563054
3,36.1264176498,-115.166443448
2,36.106542,-115.17204
3,36.1273726438,-115.169373765
